ec5_uuid,created_at,uploaded_at,title,SITE,NEW_SITE,CSO,lat_LOC,long_LOC,accuracy_LOC,UTM_Northing_LOC,UTM_Easting_LOC,UTM_Zone_LOC,DATE,TIME,SAMPLER_ID,COND,TEMP,NITR,PHOS_METER,PHOS_HI,PHOS_LO,RIVER_HEIGHT,PHOTO_YN,PHOTO,COMMENTS
a6d52293-9898-4a3d-bfc4-dfd1c0b53d6d,2025-10-16T08:38:22.000Z,2025-10-16T08:41:01.000Z,"Avon River - Bredon - Bredon Marina 28/04/2025 SA0001","Avon River - Bredon - Bredon Marina",,,,,,,,,28/04/2025,13:46,SA0001,913,18.4,10,"Low range Hanna pocket checker (﹤2.5ppm)",,0.16,0,No,,
f3c822c6-88c9-44b8-bdf9-3a3601a9cd32,2025-10-16T08:38:22.000Z,2025-10-16T08:41:00.000Z,"Carrant Brook - Tewkesbury - M5 Bridge 21/04/2025 SA0001","Carrant Brook - Tewkesbury - M5 Bridge",,,,,,,,,21/04/2025,12:49,SA0001,765,12.2,5,"Low range Hanna pocket checker (﹤2.5ppm)",,0.59,0,No,,
faa4104e-b595-4ff3-ba3e-9e83a8cb6cfc,2025-10-16T08:38:22.000Z,2025-10-16T08:40:58.000Z,"Carrant Brook - Tewkesbury - Bredon Rd 26/04/2025 SA0009","Carrant Brook - Tewkesbury - Bredon Rd",,,,,,,,,26/04/2025,12:00,SA0009,724,13.2,5,"Low range Hanna pocket checker (﹤2.5ppm)",,0.37,0,No,,
0a63c026-51d9-4e25-a7d8-57be3ad94eb2,2025-10-16T08:38:22.000Z,2025-10-16T08:40:57.000Z,"Avon River - Tewkesbury - Abbey Mill 28/04/2025 SA0029","Avon River - Tewkesbury - Abbey Mill",,,,,,,,,28/04/2025,13:59,SA0029,968,17.5,5,"Low range Hanna pocket checker (﹤2.5ppm)",,0.17,0.5,No,,"No overflows shown as spilling"
080785ce-a515-4107-bfac-e794787ce1e0,2025-10-16T08:38:22.000Z,2025-10-16T08:40:56.000Z,"Cam Brook - Chipping Campden - Sewage Treatment Works 28/04/2025 SA0053","Cam Brook - Chipping Campden - Sewage Treatment Works",,,,,,,,,28/04/2025,08:30,SA0053,688,12.6,2,"Low range Hanna pocket checker (﹤2.5ppm)",,0.21,0.37,No,,
ce6800ad-06a4-42ca-8dd6-ffeb577a3b43,2025-10-16T08:38:22.000Z,2025-10-16T08:40:55.000Z,"Cam Brook - Chipping Campden - Sewage Treatment Works 21/04/2025 SA0053","Cam Brook - Chipping Campden - Sewage Treatment Works",,,,,,,,,21/04/2025,10:50,SA0053,714,12.6,2,"Low range Hanna pocket checker (﹤2.5ppm)",,0.02,0.34,No,,
74bdbd3e-c528-41a0-b102-73c264c95f20,2025-10-16T08:38:22.000Z,2025-10-16T08:40:54.000Z,"Cam Brook - Chipping Campden - Lady Juliana's Gateway 28/04/2025 SA0052","Cam Brook - Chipping Campden - Lady Juliana's Gateway",,,,,,,,,28/04/2025,08:10,SA0052,530,12.4,5,"Low range Hanna pocket checker (﹤2.5ppm)",,0.09,0.07,No,,
ebf95a6e-bff8-4205-b092-1625bde372d9,2025-10-16T08:38:22.000Z,2025-10-16T08:40:53.000Z,"Isbourne River - Winchcombe - B 27/04/2025 SA0115","Isbourne River - Winchcombe - B",,,,,,,,,27/04/2025,17:12,SA0115,550,15.8,2,"Low range Hanna pocket checker (﹤2.5ppm)",,0.02,1,No,,
cc2d8550-2370-11f0-ae92-2d2f702cd06a,2025-10-16T08:38:22.000Z,2025-10-16T08:40:52.000Z,"Stour River - Shipston-on-Stour - Fell Mill Footbridge 26/04/2025 SA0099","Stour River - Shipston-on-Stour - Fell Mill Footbridge",,,,,,,,,26/04/2025,16:15,SA0099,662,12.4,1,"Low range Hanna pocket checker (﹤2.5ppm)",,0.28,1.15,No,,
10b5c5fc-69ef-466b-b0cd-165dd2168915,2025-10-16T08:38:22.000Z,2025-10-16T08:40:51.000Z,"Stowe River - Napton on the Hill - Lower Fields Farm 20/04/2025 SA0096","Stowe River - Napton on the Hill - Lower Fields Farm",,,,,,,,,20/04/2025,09:47,SA0096,845,14.7,5,"Low range Hanna pocket checker (﹤2.5ppm)",,0.58,0.17,No,,"Ph - 7.72.  Water clear but yellow colour"
934a06e5-12bb-4d29-a2b5-5f1bb09fa1b1,2025-10-16T08:38:22.000Z,2025-10-16T08:40:50.000Z,"Stowe River - Southam - Welsh Rd E 27/04/2025 SA0096","Stowe River - Southam - Welsh Rd E",,,,,,,,,27/04/2025,10:17,SA0096,760,15.1,2,"Low range Hanna pocket checker (﹤2.5ppm)",,0.25,0.13,No,,"Ph - 7.94.  River bottom v variable so depth is rough measurement"
07b8cf80-562b-4341-89c0-93a31e2ba11a,2025-10-16T08:38:22.000Z,2025-10-16T08:40:48.000Z,"Stowe River - Napton on the Hill - Lower Fields Farm 27/04/2025 SA0096","Stowe River - Napton on the Hill - Lower Fields Farm",,,,,,,,,27/04/2025,09:46,SA0096,868,14.5,2,"Low range Hanna pocket checker (﹤2.5ppm)",,0.64,0.14,No,,"Ph - 7.92. Water clear. Some rain since week ago"
18fc56cd-5d14-49dd-a956-c19a71242bf4,2025-10-16T08:38:22.000Z,2025-10-16T08:40:47.000Z,"Avon River - Great Comberton - Quay Ln 26/04/2025 SA0100","Avon River - Great Comberton - Quay Ln",,,,,,,,,26/04/2025,10:04,SA0100,947,14,20,"Low range Hanna pocket checker (﹤2.5ppm)",,0.29,1,No,,
df01db1d-b1bb-4345-83d7-e32f3e3fdfa8,2025-10-16T08:38:22.000Z,2025-10-16T08:40:46.000Z,"Avon River - Great Comberton - Quay Ln 16/03/2025 SA0100","Avon River - Great Comberton - Quay Ln",,,,,,,,,16/03/2025,09:32,SA0100,934,7.3,10,"Low range Hanna pocket checker (﹤2.5ppm)",,0.22,1.5,No,,
c8d6f61b-ea4f-4521-aa6d-ffcd09baf7c0,2025-10-16T08:38:22.000Z,2025-10-16T08:40:45.000Z,"Avon River - Tewkesbury - Lower Lode Ln 26/04/2025 SA0028","Avon River - Tewkesbury - Lower Lode Ln",,,,,,,,,26/04/2025,08:37,SA0028,1040,14.1,20,"Low range Hanna pocket checker (﹤2.5ppm)",,0.5,-1,No,,"MW 2025-05-23: Removed extra zero from EC value"
a2a57fd7-727e-4f1f-b9d5-7f86d0fece4f,2025-10-16T08:38:22.000Z,2025-10-16T08:40:44.000Z,"Stour River - Shipston-on-Stour - Mill Bridge 25/04/2025 SA0069","Stour River - Shipston-on-Stour - Mill Bridge",,,,,,,,,25/04/2025,17:26,SA0069,662,12.8,1,"Low range Hanna pocket checker (﹤2.5ppm)",,0.29,0.4,No,,"Clear water dry conditions"
2e2577f8-e539-434b-b1cf-fedfb2eb0541,2025-10-16T08:38:22.000Z,2025-10-16T08:40:43.000Z,"Stour River - Preston on Stour - Preston Ln Bridge 25/04/2025 SA0011","Stour River - Preston on Stour - Preston Ln Bridge",,,,,,,,,25/04/2025,13:11,SA0011,701,12.5,5,"Low range Hanna pocket checker (﹤2.5ppm)",,0.16,1,No,,
4f1d6464-49f0-425a-b30e-a3d65ecf4f2b,2025-10-16T08:38:22.000Z,2025-10-16T08:40:42.000Z,"Stour River - Preston on Stour - Preston Ln Bridge 05/04/2025 SA0011","Stour River - Preston on Stour - Preston Ln Bridge",,,,,,,,,05/04/2025,12:20,SA0011,665,12.1,5,"Low range Hanna pocket checker (﹤2.5ppm)",,0.1,1.5,No,,
d5880b80-21b7-11f0-923f-edba2f07811e,2025-10-16T08:38:22.000Z,2025-10-16T08:40:39.000Z,"Stour River - Shipston-on-Stour - Fell Mill Footbridge 19/04/2025 SA0099","Stour River - Shipston-on-Stour - Fell Mill Footbridge",,,,,,,,,19/04/2025,15:00,SA0099,635,12.7,2,"Low range Hanna pocket checker (﹤2.5ppm)",,0.35,1.25,No,,
39234b5d-23b1-4e9e-b8c9-ae638a725726,2025-10-16T08:38:22.000Z,2025-10-16T08:40:38.000Z,"Avon River - Alveston - Weir 24/04/2025 SA0015","Avon River - Alveston - Weir",,,,,,,,,24/04/2025,11:14,SA0015,796,13.3,10,"Low range Hanna pocket checker (﹤2.5ppm)",,0.39,0,No,,"A little rain yesterday and day before"
ea53b8ed-f099-4eaf-a54c-09a2398aacc3,2025-10-16T08:38:22.000Z,2025-10-16T08:40:37.000Z,"Avon River - Alveston - Swiffen Bank 24/04/2025 SA0018","Avon River - Alveston - Swiffen Bank",,,,,,,,,24/04/2025,11:05,SA0018,712,14.3,5,"Low range Hanna pocket checker (﹤2.5ppm)",,0.15,0,No,,
a086d170-55b4-4990-8a72-be1452166405,2025-10-16T08:38:22.000Z,2025-10-16T08:40:36.000Z,"Avon River - Tiddington - Carters Ln 23/04/2025 SA0083","Avon River - Tiddington - Carters Ln",,,,,,,,,23/04/2025,10:01,SA0083,100,13,10,"Low range Hanna pocket checker (﹤2.5ppm)",,0.08,0.7,No,,
b58f9d62-cf05-480d-9d39-eb7be2c33033,2025-10-16T08:38:22.000Z,2025-10-16T08:40:35.000Z,"Avon River - Tiddington - School Ln 23/04/2025 SA0083","Avon River - Tiddington - School Ln",,,,,,,,,23/04/2025,09:59,SA0083,100,13,10,"Low range Hanna pocket checker (﹤2.5ppm)",,0.08,0.7,No,,"Rain ++ last night"
2428eac8-0ebc-464f-a24d-26e969346bfc,2025-10-16T08:38:22.000Z,2025-10-16T08:40:34.000Z,"Sutton Brook - Lower Brailes - High St 22/04/2025 SA0089","Sutton Brook - Lower Brailes - High St",,,,,,,,,22/04/2025,16:20,SA0089,563,14.4,5,"Low range Hanna pocket checker (﹤2.5ppm)",,0.16,0.3,No,,
c463de15-9439-4af9-9e43-4a55502c4b1d,2025-10-16T08:38:22.000Z,2025-10-16T08:40:32.000Z,"Sutton Brook - Lower Brailes - New Barn Farm 22/04/2025 SA0089","Sutton Brook - Lower Brailes - New Barn Farm",,,,,,,,,22/04/2025,15:33,SA0089,610,13.4,10,"Low range Hanna pocket checker (﹤2.5ppm)",,0.27,0.2,No,,"Last spill 26.02.25"
b487a3e7-af62-4473-9c33-5ca013665fbf,2025-10-16T08:38:22.000Z,2025-10-16T08:40:31.000Z,"Avon River - Twyning Green - Twyning Quay 22/04/2025 SA0135","Avon River - Twyning Green - Twyning Quay",,,,,,,,,22/04/2025,09:22,SA0135,980,13.1,10,"Low range Hanna pocket checker (﹤2.5ppm)",,0.12,0,No,,
2555f81b-ac3d-4a4a-a0f8-9a989e9b53ec,2025-10-16T08:38:22.000Z,2025-10-16T08:40:30.000Z,"Isbourne River - Winchcombe - C 21/04/2025 SA0119","Isbourne River - Winchcombe - C",,,,,,,,,21/04/2025,09:28,SA0119,497,12.2,5,"Low range Hanna pocket checker (﹤2.5ppm)",,0.02,0.5,No,,
66c873bd-51f3-412a-b877-1dba03b173d6,2025-10-16T08:38:22.000Z,2025-10-16T08:40:29.000Z,"Isbourne River - Winchcombe - A 21/04/2025 SA0119","Isbourne River - Winchcombe - A",,,,,,,,,21/04/2025,09:01,SA0119,345,11.3,5,"Low range Hanna pocket checker (﹤2.5ppm)",,0.09,0.2,No,,
46c518e1-e7e9-46a9-9859-de64efe634dd,2025-10-16T08:38:22.000Z,2025-10-16T08:40:28.000Z,"Avon River - Bredon`s Norton - Severn Sailing Club 20/04/2025 SA0076","Avon River - Bredon`s Norton - Severn Sailing Club",,,,,,,,,20/04/2025,17:24,SA0076,845,14.4,10,"Low range Hanna pocket checker (﹤2.5ppm)",,0.18,1,No,,
1f8f848f-7e5d-4a22-b8c2-7764cc3bfe53,2025-10-16T08:38:22.000Z,2025-10-16T08:40:27.000Z,"Cam Brook - Chipping Campden - Lady Juliana's Gateway 21/04/2025 SA0052","Cam Brook - Chipping Campden - Lady Juliana's Gateway",,,,,,,,,21/04/2025,08:45,SA0052,533,11.3,2,"Low range Hanna pocket checker (﹤2.5ppm)",,0.06,0.06,No,,
368f2728-55c3-4557-bf7c-939d9e9e6165,2025-10-16T08:38:22.000Z,2025-10-16T08:40:26.000Z,"Avon River - Great Comberton - Quay Ln 21/04/2025 SA0102","Avon River - Great Comberton - Quay Ln",,,,,,,,,21/04/2025,11:37,SA0102,959,12.7,20,"Low range Hanna pocket checker (﹤2.5ppm)",,0.1,2.06,No,,
cf6e8da5-7df2-4677-a632-e0d4be4c534c,2025-10-16T08:38:22.000Z,2025-10-16T08:40:25.000Z,"Bow Brook - Peopleton - Mill Bridge 20/04/2025 SA0042","Bow Brook - Peopleton - Mill Bridge",,,,,,,,,20/04/2025,17:50,SA0042,1220,13.3,2,"Low range Hanna pocket checker (﹤2.5ppm)",,0.47,0.2,No,,"Very little rain since last test. Dry, hazy"
53652fc9-9a61-4414-82c3-bba71af1b405,2025-10-16T08:38:22.000Z,2025-10-16T08:40:24.000Z,"Avon River - Luddington - Avonbank Dr 19/04/2025 SA0007","Avon River - Luddington - Avonbank Dr",,,,,,,,,19/04/2025,15:55,SA0007,1030,13.8,20,"Low range Hanna pocket checker (﹤2.5ppm)",,0.07,0.6,No,,"Light rain in previous 24 hours"
8d3f5880-745e-4760-bb89-f2b58d19859a,2025-10-16T08:38:22.000Z,2025-10-16T08:40:22.000Z,"Avon River - Luddington - Pitch 16 19/04/2025 SA0007","Avon River - Luddington - Pitch 16",,,,,,,,,19/04/2025,15:40,SA0007,1050,14.5,10,"Low range Hanna pocket checker (﹤2.5ppm)",,0.15,0.6,No,,"Light rain in previous 24 hours"
f98d44c3-253b-4ffa-91a0-f9d024d60ec7,2025-10-16T08:38:22.000Z,2025-10-16T08:40:21.000Z,"Carrant Brook - Beckford - Back Ln 20/04/2025 SA0055","Carrant Brook - Beckford - Back Ln",,,,,,,,,20/04/2025,10:45,SA0055,780,10.9,10,"Low range Hanna pocket checker (﹤2.5ppm)",,0,0.01,No,,
5ba5bfdd-d8cc-46fa-88f6-07f4e359ee6f,2025-10-16T08:38:22.000Z,2025-10-16T08:40:20.000Z,"Swilgate River - Tewkesbury - A38 17/04/2025 SA0001","Swilgate River - Tewkesbury - A38",,,,,,,,,17/04/2025,10:49,SA0001,113,10.5,5,"Low range Hanna pocket checker (﹤2.5ppm)",,0.42,0,No,,
88b7dee4-9438-4043-b54f-1b0275824d20,2025-10-16T08:38:22.000Z,2025-10-16T08:40:19.000Z,"Avon River - Tewkesbury - Black Bear Pub 20/04/2025 SA0001","Avon River - Tewkesbury - Black Bear Pub",,,,,,,,,20/04/2025,10:28,SA0001,985,13.6,10,"Low range Hanna pocket checker (﹤2.5ppm)",,0.75,0,No,,
83422423-fe96-4749-98ba-4051dbe44d65,2025-10-16T08:38:22.000Z,2025-10-16T08:40:18.000Z,"Avon River - Bredon - Bredon Marina 20/04/2025 SA0001","Avon River - Bredon - Bredon Marina",,,,,,,,,20/04/2025,10:09,SA0001,102,13.8,5,"Low range Hanna pocket checker (﹤2.5ppm)",,0.17,0,No,,
7fae3d9c-4a47-4d03-a30d-c4fb9636200d,2025-10-16T08:38:22.000Z,2025-10-16T08:40:17.000Z,"Fosseway Brook - Ilmington - Heath Gate 19/04/2025 SA0062","Fosseway Brook - Ilmington - Heath Gate",,,,,,,,,19/04/2025,12:25,SA0062,899,12.5,5,"High range Hanna pocket checker (2.5ppm+)",5.3,,0.1,No,,
20e125f0-21a3-43f7-909c-a7d2fa8a7ad4,2025-10-16T08:38:22.000Z,2025-10-16T08:40:16.000Z,"Fosseway Brook - Ilmington - Heath Gate 19/04/2025 SA0062","Fosseway Brook - Ilmington - Heath Gate",,,,,,,,,19/04/2025,12:14,SA0062,991,13.5,5,"High range Hanna pocket checker (2.5ppm+)",7.3,,0.1,No,,
e01c8189-9f90-4ff1-abcb-b7cb7325d890,2025-10-16T08:38:22.000Z,2025-10-16T08:40:15.000Z,"Fosseway Brook - Ilmington - Middle St 19/04/2025 SA0062","Fosseway Brook - Ilmington - Middle St",,,,,,,,,19/04/2025,11:59,SA0062,655,13.2,2,"Low range Hanna pocket checker (﹤2.5ppm)",,0.25,0.1,No,,
2e156e7b-e176-4497-9499-0c3211de9e52,2025-10-16T08:38:22.000Z,2025-10-16T08:40:14.000Z,"Fosseway Brook - Ilmington - Heath Gate 06/04/2025 SA0062","Fosseway Brook - Ilmington - Heath Gate",,,,,,,,,06/04/2025,18:05,SA0062,888,13.5,10,"High range Hanna pocket checker (2.5ppm+)",7.1,,0.2,No,,Dry
c53a3bec-b676-4120-bba2-d19f17ada6bd,2025-10-16T08:38:22.000Z,2025-10-16T08:40:12.000Z,"Fosseway Brook - Ilmington - Heath Gate 06/04/2025 SA0062","Fosseway Brook - Ilmington - Heath Gate",,,,,,,,,06/04/2025,17:53,SA0062,923,14.5,10,"High range Hanna pocket checker (2.5ppm+)",7.6,,0.2,No,,Dry
5a47d163-0435-4606-8342-ab1b88d7966c,2025-10-16T08:38:22.000Z,2025-10-16T08:40:11.000Z,"Fosseway Brook - Ilmington - Middle St 06/04/2025 SA0062","Fosseway Brook - Ilmington - Middle St",,,,,,,,,06/04/2025,17:32,SA0062,593,15.7,5,"Low range Hanna pocket checker (﹤2.5ppm)",,0.31,0.1,No,,Dry
035268e1-37b2-4240-a4a3-c3cd0324d109,2025-10-16T08:38:22.000Z,2025-10-16T08:40:10.000Z,"Avon River - Tewkesbury - Lower Lode Ln 19/04/2025 SA0028","Avon River - Tewkesbury - Lower Lode Ln",,,,,,,,,19/04/2025,16:01,SA0028,1040,14.8,20,"Low range Hanna pocket checker (﹤2.5ppm)",,0.22,-2,No,,"MW 2025-05-23: Removed extra zero from EC value"
c3a97cd8-09aa-43c1-90f2-0fc4cb617946,2025-10-16T08:38:22.000Z,2025-10-16T08:40:09.000Z,"Carrant Brook - Tewkesbury - Bredon Rd 19/04/2025 SA0009","Carrant Brook - Tewkesbury - Bredon Rd",,,,,,,,,19/04/2025,14:00,SA0009,754,12.5,5,"Low range Hanna pocket checker (﹤2.5ppm)",,0.52,0,No,,
adb36dc2-7fb6-4aa2-83a1-e3593536d52c,2025-10-16T08:38:22.000Z,2025-10-16T08:40:08.000Z,"Carrant Brook - Tewkesbury - Bredon Rd 12/04/2025 SA0009","Carrant Brook - Tewkesbury - Bredon Rd",,,,,,,,,12/04/2025,12:00,SA0009,733,13.3,5,"Low range Hanna pocket checker (﹤2.5ppm)",,0.36,0.05,No,,
dddb996c-12c6-4859-a560-57086d7b5631,2025-10-16T08:38:22.000Z,2025-10-16T08:40:06.000Z,"Isbourne River - Winchcombe - B 19/04/2025 SA0115","Isbourne River - Winchcombe - B",,,,,,,,,19/04/2025,14:17,SA0115,482,12.7,5,"Low range Hanna pocket checker (﹤2.5ppm)",,0,1,No,,
6f93d2e9-37b9-4257-911e-d5d94e8a4ba6,2025-10-16T08:38:22.000Z,2025-10-16T08:40:05.000Z,"Piddle Brook - Wyre Piddle - Bridge 19/04/2025 SA0078","Piddle Brook - Wyre Piddle - Bridge",,,,,,,,,19/04/2025,10:58,SA0078,1570,10.9,10,"Low range Hanna pocket checker (﹤2.5ppm)",,0.74,0.18,No,,"Weather -grey cool, has rained- normal and clear River"
2e8e0ff1-3566-4c3b-b4f7-d767ade11796,2025-10-16T08:38:22.000Z,2025-10-16T08:40:04.000Z,"Avon River - Wyre Piddle - Smiths Meadows 19/04/2025 SA0078","Avon River - Wyre Piddle - Smiths Meadows",,,,,,,,,19/04/2025,10:28,SA0078,827,12.8,10,"Low range Hanna pocket checker (﹤2.5ppm)",,0.23,0.53,No,,"Weather - grey/cool, has been raining - river normal"
27919ac9-3a19-4849-92ee-1947db3ab000,2025-10-16T08:38:22.000Z,2025-10-16T08:40:03.000Z,"Stour River - Shipston-on-Stour - Mill Bridge 28/03/2025 SA0071","Stour River - Shipston-on-Stour - Mill Bridge",,,,,,,,,28/03/2025,15:10,SA0071,573,12.9,5,"Low range Hanna pocket checker (﹤2.5ppm)",,0.25,0.44,No,,Clear
438a7e9b-0e7d-42ba-981f-9072dfab909c,2025-10-16T08:38:22.000Z,2025-10-16T08:40:02.000Z,"Stour River - Shipston-on-Stour - Mill Bridge 11/04/2025 SA0071","Stour River - Shipston-on-Stour - Mill Bridge",,,,,,,,,11/04/2025,15:10,SA0071,630,14.5,0,"Low range Hanna pocket checker (﹤2.5ppm)",,0.24,0.41,No,,"Water clear"
8a8412cc-37c4-4ca6-a092-7fa5b5f7cfda,2025-10-16T08:38:22.000Z,2025-10-16T08:40:00.000Z,"Stour River - Shipston-on-Stour - Mill Bridge 18/04/2025 SA0071","Stour River - Shipston-on-Stour - Mill Bridge",,,,,,,,,18/04/2025,15:08,SA0071,661,12.3,0,"Low range Hanna pocket checker (﹤2.5ppm)",,0.14,0.39,No,,"Water clear"
7ed11ab4-7f2e-492f-a3c0-7e66a07b5702,2025-10-16T08:38:22.000Z,2025-10-16T08:39:59.000Z,"Avon River - Tiddington - Carters Ln 17/04/2025 SA0083","Avon River - Tiddington - Carters Ln",,,,,,,,,17/04/2025,10:14,SA0083,994,11.3,10,"Low range Hanna pocket checker (﹤2.5ppm)",,0.16,0.64,No,,
29dd5ea7-101b-47f5-a6a8-2d9b057e49c0,2025-10-16T08:38:22.000Z,2025-10-16T08:39:58.000Z,"Avon River - Tiddington - School Ln 17/04/2025 SA0083","Avon River - Tiddington - School Ln",,,,,,,,,17/04/2025,10:11,SA0083,991,11.3,10,"Low range Hanna pocket checker (﹤2.5ppm)",,0.19,0.64,No,,
4ed7efb2-e959-4a93-b2c2-3867c45429fa,2025-10-16T08:38:22.000Z,2025-10-16T08:39:57.000Z,"Avon River - Fladbury - Fladbury Paddle Club 16/04/2025 SA0122","Avon River - Fladbury - Fladbury Paddle Club",,,,,,,,,16/04/2025,20:09,SA0122,104,12,0,"Low range Hanna pocket checker (﹤2.5ppm)",,0.09,5,No,,
083a22ab-f38e-4eb8-8cd8-ad423ab10a14,2025-10-16T08:38:22.000Z,2025-10-16T08:39:56.000Z,"Avon River - Twyning Green - Twyning Quay 15/04/2025 SA0135","Avon River - Twyning Green - Twyning Quay",,,,,,,,,15/04/2025,10:29,SA0135,965,14.6,10,"Low range Hanna pocket checker (﹤2.5ppm)",,0.13,0,No,,
1effeb39-512c-40d9-9e9b-289988848504,2025-10-16T08:38:22.000Z,2025-10-16T08:39:53.000Z,"Cam Brook - Chipping Campden - Sewage Treatment Works 14/04/2025 SA0053","Cam Brook - Chipping Campden - Sewage Treatment Works",,,,,,,,,14/04/2025,18:35,SA0053,665,11.3,2,"Low range Hanna pocket checker (﹤2.5ppm)",,0.19,0.38,No,,
3b589b42-d395-46d6-904b-dfa510fcf837,2025-10-16T08:38:22.000Z,2025-10-16T08:39:52.000Z,"Cam Brook - Chipping Campden - Craves 14/04/2025 SA0064","Cam Brook - Chipping Campden - Craves",,,,,,,,,14/04/2025,10:30,SA0064,431,12.5,5,"Low range Hanna pocket checker (﹤2.5ppm)",,0,11,No,,
37bbd511-80eb-4539-be21-51a76a8877df,2025-10-16T08:38:22.000Z,2025-10-16T08:39:51.000Z,"Cam Brook - Chipping Campden - Craves 07/04/2025 SA0064","Cam Brook - Chipping Campden - Craves",,,,,,,,,07/04/2025,10:20,SA0064,486,11.6,5,"Low range Hanna pocket checker (﹤2.5ppm)",,0.1,15,No,,
d1505a28-1c79-4515-85af-d9a71fd04894,2025-10-16T08:38:22.000Z,2025-10-16T08:39:50.000Z,"Avon River - Alveston - Weir 14/04/2025 SA0017","Avon River - Alveston - Weir",,,,,,,,,14/04/2025,06:00,SA0017,760,14.6,10,"Low range Hanna pocket checker (﹤2.5ppm)",,0.17,-2,No,,"No rain or spills in the last 48 hours"
c065fdd5-e8ac-468d-970b-7e504afdb5de,2025-10-16T08:38:22.000Z,2025-10-16T08:39:49.000Z,"Avon River - Alveston - Swiffen Bank 14/04/2025 SA0015","Avon River - Alveston - Swiffen Bank",,,,,,,,,14/04/2025,16:23,SA0015,779,14.2,5,"Low range Hanna pocket checker (﹤2.5ppm)",,0.17,0,No,,"No rain for w weeks untilSunday afternoon"
560125ee-2300-40bd-bf4c-bde2d71f4a86,2025-10-16T08:38:22.000Z,2025-10-16T08:39:48.000Z,"Stowe River - Southam - Welsh Rd E 13/04/2025 SA0096","Stowe River - Southam - Welsh Rd E",,,,,,,,,13/04/2025,10:08,SA0096,780,11.6,5,"Low range Hanna pocket checker (﹤2.5ppm)",,0.18,0.14,No,,"Ph - 7.8"
b2d0f18b-c265-47aa-9d89-aecae3d35291,2025-10-16T08:38:22.000Z,2025-10-16T08:39:47.000Z,"Stowe River - Napton on the Hill - Lower Fields Farm 13/04/2025 SA0096","Stowe River - Napton on the Hill - Lower Fields Farm",,,,,,,,,13/04/2025,09:45,SA0096,813,12.9,5,"Low range Hanna pocket checker (﹤2.5ppm)",,0.53,0.15,No,,"Ph - 7.79."
cff01911-37ca-4cd1-a104-32ccc7a68960,2025-10-16T08:38:22.000Z,2025-10-16T08:39:46.000Z,"Fosseway Brook - Ilmington - Heath Gate 14/04/2025 SA0060","Fosseway Brook - Ilmington - Heath Gate",,,,,,,,,14/04/2025,11:50,SA0060,932,10.8,5,"High range Hanna pocket checker (2.5ppm+)",5.9,,0.15,No,,"Long dry period with first rain yesterday"
6df541be-dc05-4a17-a3bc-8b65e43940e6,2025-10-16T08:38:22.000Z,2025-10-16T08:39:44.000Z,"Fosseway Brook - Ilmington - Sewage Outflow 14/04/2025 SA0060","Fosseway Brook - Ilmington - Sewage Outflow",,,,,,,,,14/04/2025,11:40,SA0060,957,10.9,5,"High range Hanna pocket checker (2.5ppm+)",6.8,,0.1,No,,"Long dry period with first rain yesterday"
747f6c1e-ea59-4d3d-a089-4322745a7cb8,2025-10-16T08:38:22.000Z,2025-10-16T08:39:43.000Z,"Fosseway Brook - Ilmington - Middle St 14/04/2025 SA0060","Fosseway Brook - Ilmington - Middle St",,,,,,,,,14/04/2025,11:23,SA0060,617,11.4,2,"Low range Hanna pocket checker (﹤2.5ppm)",,0.28,0.03,No,,"Long dry period with first rain yesterday"
4b7e846b-ee7e-4d97-a225-6fddaaabe99e,2025-10-16T08:38:22.000Z,2025-10-16T08:39:42.000Z,"Cam Brook - Chipping Campden - Lady Juliana's Gateway 14/04/2025 SA0052","Cam Brook - Chipping Campden - Lady Juliana's Gateway",,,,,,,,,14/04/2025,08:45,SA0052,526,9.5,5,"Low range Hanna pocket checker (﹤2.5ppm)",,0.04,0.09,No,,
d4687930-188c-11f0-84f7-3df445bcbb6f,2025-10-16T08:38:22.000Z,2025-10-16T08:39:41.000Z,"Stour River - Shipston-on-Stour - Fell Mill Footbridge 13/04/2025 SA0099","Stour River - Shipston-on-Stour - Fell Mill Footbridge",,,,,,,,,13/04/2025,18:20,SA0099,643,12.2,1,"Low range Hanna pocket checker (﹤2.5ppm)",,0.08,1.15,No,,
cbf7727c-958d-41ed-991c-cddad171f4ed,2025-10-16T08:38:22.000Z,2025-10-16T08:39:40.000Z,"Carrant Brook - Tewkesbury - M5 Bridge 13/04/2025 SA0001","Carrant Brook - Tewkesbury - M5 Bridge",,,,,,,,,13/04/2025,12:00,SA0001,775,13.4,5,"Low range Hanna pocket checker (﹤2.5ppm)",,0.47,0,No,,
90f2b0f7-d047-475c-b42a-c9e8dddb9e37,2025-10-16T08:38:22.000Z,2025-10-16T08:39:39.000Z,"Isbourne River - Winchcombe - B 12/04/2025 SA0115","Isbourne River - Winchcombe - B",,,,,,,,,12/04/2025,16:00,SA0115,504,14.4,5,"Low range Hanna pocket checker (﹤2.5ppm)",,0,1,No,,
064e19dd-da5c-4236-b4ce-71912cb2537d,2025-10-16T08:38:22.000Z,2025-10-16T08:39:38.000Z,"Avon River - Tewkesbury - Black Bear Pub 13/04/2025 SA0001","Avon River - Tewkesbury - Black Bear Pub",,,,,,,,,13/04/2025,15:00,SA0001,910,14.7,10,"Low range Hanna pocket checker (﹤2.5ppm)",,0.21,0,No,,
